title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Ghost Nation",tv,"Documentary, Horror",2019,tt10813648,5.9,934,"AD, BE, ES, FR, MC"
"I'd Kill for You",tv,"Crime, Drama, Mystery",2013,tt2997218,7.8,479,"AD, BE, BG, CZ, DK, ES, FI, FR, HU, MC, MD, NL, NO, PT, RO, SE, SK"
"Ghost Adventures: Serial Killer Spirits",tv,"Crime, Horror",2019,tt10699146,5.7,221,"DK, FI, NL, NO, SE, US"
Laetitia,tv,"Biography, Crime, Drama",2019,tt11469918,7,550,US
"OWN Spotlight: Black Women OWN the Conversation",tv,Talk-Show,2019,tt10585074,7,16,US
"Haunted Gingerbread Showdown",tv,Reality-TV,2018,tt13265646,7.2,19,US
"Halloween Cake-Off",tv,Reality-TV,2018,tt9078634,6.8,33,US
"Hot Rod Garage",tv,Sport,2014,tt7263064,7.7,113,"NL, US"
"Most Terrifying Places",tv,"History, Horror",2019,tt10738670,6.8,56,"AD, ES"
,tv,Reality,2019,,,,"DK, NO"
,tv,,2014,,,,SE
"My Horror Story",tv,Horror,2019,tt11006986,6.8,96,US
,tv,Talk,2019,,,,DK
,tv,,2018,,,,SE
,tv,Documentary,2019,,,,PL
"Ant Anstead Master Mechanic",tv,"Documentary, Reality-TV",2019,tt11122204,7.3,115,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PT, RO, RS, SI, SK, US"
"Ready to Love",tv,Reality-TV,2018,tt9165508,6.7,183,US
"Hometown Horror",tv,Horror,2019,tt11011366,6.6,104,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK"
"Off the Grid, On the Beach",tv,Reality-TV,2019,tt10730508,8.4,13,"CZ, HU, MD, RO, SK"
,tv,"Documentary, Reality",2019,,,,"AD, ES"
,tv,Reality,2019,,,,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, NO, PT, RO, SK"
ToyMakerz,tv,Reality-TV,2016,tt5640074,6.3,122,US
Unpolished,tv,Reality-TV,2019,tt10918718,6.1,115,"BA, BG, CZ, HR, HU, MD, ME, MK, NL, NO, PT, RO, RS, SI, SK"
"Unexplained: Caught on Camera",tv,Documentary,2019,tt10764462,5.7,118,US
"Santa's Baking Blizzard",tv,Game-Show,2019,tt11431786,6.4,25,"HK, HU, ID, MD, MY, NL, PH, RO, SG, TH, TW, US"
"Murder Castle",tv,Drama,2017,tt7020712,6.4,118,"BG, CZ, DK, HU, MD, NL, PT, RO, SE, SK"
"Man vs Bear",tv,Reality-TV,2019,tt11252544,4.8,105,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, NO, PT, RO, RS, SI, SK"
,tv,,2018,,,,"AD, ES, NL, PT"
"Havets Hjältar",tv,Reality-TV,2019,tt11722060,,,SE
,tv,,2019,,,,SE
"The Green Planet",tv,Documentary,2022,tt16986646,9.1,2804,US
"Unexplained and Unexplored",tv,Reality-TV,2019,tt11327454,4.1,144,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, RS, SI, SK"
Cobra,tv,"Drama, Thriller",2020,tt10062652,6.5,4822,"BE, FR, MC"
,tv,"Sci-Fi & Fantasy, Mystery",2019,,,,"AD, ES"
,tv,Reality,2019,,,,US
,tv,Documentary,2017,,,,NO
"The Explosion Show",tv,Reality-TV,2020,tt11348378,6.2,85,"BE, CZ, FR, HU, MC, MD, NL, NO, PT, RO, SK"
Best.Ever.,tv,Reality-TV,2015,tt4484436,8,8,"HK, ID, MY, PH, SG, TH, TW"
,tv,Documentary,2012,,,,"BE, FR, MC"
"Ghost Adventures: Screaming Room",tv,"Documentary, History, Reality-TV",2020,tt11800658,5.8,246,"NL, US"
"Salvage Hunters: The Restorers",tv,Reality-TV,2018,tt13405620,7.8,123,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HK, HR, HU, ID, MC, MD, ME, MK, MY, NL, NO, PH, PL, PT, RO, RS, SE, SG, SI, SK, TH, TW, US"
"Ghost Loop",tv,Reality-TV,2019,tt11497386,3.7,316,"AD, BE, ES, FR, MC, US"
"Mannen som falt",tv,"Crime, Documentary",2020,tt11610378,7.3,73,"DK, NO, SE"
"Richard Hammond's Big!",tv,"Adventure, Documentary",2020,tt10271544,8,892,"BE, FR, MC, MD, NL, RO"
,tv,Talk,2020,,,,SE
Supertruckers,tv,Documentary,2015,tt10058722,7,15,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NO, PT, RO, RS, SI, SK"
"Aaron Hernandez: An ID Murder Mystery",tv,Crime,2020,tt11778034,7.8,73,"BE, FR, MC, NL"
,tv,Documentary,2016,,,,"BE, FR, MC"
"The Prince",tv,"Animation, Comedy",2021,tt11650736,5.8,3447,US
"Restoration Wild",tv,,2015,tt4312416,7.9,23,"BE, FR, MC"
,tv,,,,,,"BE, FR, MC"
"Meet the Orangutans",tv,Documentary,2014,tt4719786,8,13,"BA, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
,tv,Documentary,2020,,,,PL
"Aldri voksen",tv,"Comedy, Drama",2020,tt11381236,6.8,268,"DK, NO, SE"
,tv,Reality,2020,,,,DK
"Faster with Finnegan",tv,Reality-TV,2020,tt11826274,8.2,80,"AD, BE, DK, ES, FI, FR, MC, NL, NO, PT, SE, US"
,tv,Reality,2020,,,,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NL, NO, RO, RS, SE, SI, SK, US"
,tv,Documentary,2020,,,,"DK, FI, NO, SE"
"Forensic Files II",tv,"Crime, Documentary",2020,tt11840612,7.9,769,US
"Shadow of Doubt",tv,"Crime, Documentary",2016,tt5305668,7.6,104,"BE, BG, CZ, FR, HU, MC, MD, NO, PT, RO, SK"
,tv,Documentary,2019,,,,PL
"Food Lore",tv,Drama,2019,tt10050618,7.8,83,"HK, ID, MY, PH, SG, TH, TW, US"
"My Murder Story",tv,Crime,2020,tt12210232,6.4,21,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, NO, RO, SK"
"Rob Riggle Global Investigator",tv,"Adventure, Comedy, Documentary",2019,tt10558988,7.2,175,"AD, ES, NO, PT"
"Bendtner & Philine",tv,Documentary,2020,tt12158084,4.6,8,DK
"Beyond Bitchin' Rides",tv,Reality-TV,2015,tt4923028,5.9,22,US
"Drift This!",tv,Sport,2019,tt10079760,7,11,US
"Sex and Murder",tv,Crime,2020,tt13053650,6.5,30,US
,tv,,2012,,,,"AD, BA, BE, ES, FR, HR, MC, ME, MK, NL, NO, RS, SI"
,tv,,2020,,,,US
"Bitchin' Boot Camp",tv,Reality-TV,2020,tt11188464,7.3,7,US
"Shaq Life",tv,Reality-TV,2020,tt10375742,7,165,US
"Lakefront Bargain Hunt Renovation",tv,Family,2017,tt6988910,6.4,15,US
"Legends of the Wild",tv,"Adventure, Reality-TV",2020,tt10168662,7.4,38,"AD, ES, NO, PT"
"Petrolhead Planet",tv,Reality-TV,2020,tt12025206,6.9,12,US
"Black Files Declassified",tv,Reality-TV,2020,tt12252462,6.7,113,US
"Sigurd fåkke pult",tv,"Comedy, Drama",2020,tt11894490,7.5,619,"DK, FI, NO, SE"
Oljefondet,tv,"Comedy, Drama",2018,tt6843994,7.3,476,NO
"Nate & Jeremiah Save My House",tv,Reality-TV,2020,tt12011572,7.7,88,US
,tv,,2016,,,,US
Asphalt-Cowboys,tv,Reality-TV,2012,tt2447800,6.4,25,"AD, BE, ES, FR, MC, MD, PL, RO"
"Mummies Unwrapped",tv,Adventure,2019,tt10703406,6.9,62,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, RS, SI, SK"
"Hand Built Hot Rods",tv,Reality-TV,2018,tt12048268,8.1,13,US
,tv,Documentary,2010,,,,"AD, ES"
"Bargain Mansions",tv,Reality-TV,2017,tt5763680,5.3,397,"AD, ES, NL, US"
,tv,"Documentary, Reality, Crime",2019,,,,"DK, FI, NO, SE"
"Saved by the Barn",tv,Reality-TV,2020,tt12169430,9.2,202,"BE, FR, MC, MD, NL, NO, RO"
"Den stora hälsoresan - från soffpropp till superkropp",tv,Reality-TV,2020,tt12258912,6,19,"NO, SE"
"Bare Elvira",tv,Documentary,2020,tt13079814,,,DK
"Chasing Life",tv,Documentary,2019,tt10086512,7.3,64,US
,tv,"Documentary, Crime",2020,,,,DK
,tv,Documentary,2019,,,,"DK, FI, SE"
,tv,Reality,2011,,,,DK
,tv,Reality,2019,,,,DK
,tv,Reality,2019,,,,DK
"Forbrydelser der rystede Danmark",tv,Crime,2019,tt27237365,,,"DK, FI, NO, SE"
"Big Time Bake",tv,Reality-TV,2020,tt12529558,5.9,13,NL
"Fire Masters",tv,Reality-TV,2019,tt10036682,6,77,US
,tv,Reality,2019,,,,DK
"Border Control: Europe",tv,Reality-TV,2020,tt26419735,6.1,12,"AD, BE, ES, FR, HU, MC"
"Ghost Adventures: Quarantine",tv,"Documentary, History, Reality-TV",2020,tt12501112,6.8,317,"DK, FI, NO, SE"
"A Time to Kill",tv,"Crime, Documentary",2020,tt12455884,6.9,139,US
"90 Day Fiancé: B90 Strikes Back!",tv,Reality-TV,2020,tt12571834,4.7,109,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Roadkill's Junkyard Gold",tv,Reality-TV,2017,tt11765014,8.6,32,US
"Scott's Vacation House Rules",tv,Reality-TV,2020,tt13310520,8,148,US
,tv,Drama,2019,,,,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Lundellhuset,tv,Reality-TV,2020,tt14820788,5.4,49,"NO, SE"
"All-Star Best Thing I Ever Ate",tv,Reality-TV,2020,tt12741958,7.2,21,"HK, ID, MY, PH, SG, TH, TW, US"
"Car Issues with Tyler Hoover",tv,Reality-TV,2019,tt16382820,7.2,155,US
"Unbreakable: Live to Tell",tv,Crime,2019,tt10369056,8.3,20,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
"Martha Knows Best",tv,Reality-TV,2020,tt12950236,8,53,NL
"Symon's Dinners Cooking Out",tv,Reality-TV,2020,tt12455326,8.3,58,"BA, BG, CZ, HK, HR, HU, ID, MD, ME, MK, MY, PH, PT, RO, RS, SG, SI, SK, TH, TW, US"
"Growing Belushi",tv,Reality-TV,2020,tt12809840,6.4,478,US
"Deadly Devotion",tv,"Crime, Documentary",2013,tt2966574,7,151,US
"El Mago Pop: 48 horas con",tv,Reality-TV,2016,tt7398758,,,"AD, ES"
Diabolical,tv,"Crime, Documentary",2013,tt3420210,7.2,50,"BE, FR, HK, ID, MC, MY, NO, PH, PT, SG, TH, TW, US"
"Welcome to Murdertown",tv,Documentary,2018,tt9256586,6.9,70,"BE, BG, CZ, FR, HU, MC, MD, NL, NO, PT, RO, SK"
"Road to the NHL Winter Classic",tv,Sport,2014,tt4604454,8.4,83,US
"Miss S",tv,"Drama, Mystery, Romance",2020,tt12477900,7.2,154,"HK, ID, MY, PH, SG, TH, TW, US"
"Outrageous Pumpkins",tv,"Family, Reality-TV",2019,tt13253120,7.3,149,"BA, BG, CZ, HK, HR, HU, ID, MD, ME, MK, MY, PH, PT, RO, RS, SG, SI, SK, TH, TW, US"
,tv,Reality,2020,,,,NO
"Episode #2.33",tv,Talk-Show,1998,tt1091929,,,US
"Jan Thomas og Einar blir venner",tv,Reality-TV,2019,tt11610888,8.2,12,NO
,tv,Reality,2019,,,,"NO, SE"
"Praktisk info med Jon Almaas",tv,Talk-Show,2017,tt7351242,7.2,69,"DK, NO"
Albatros,tv,Drama,2020,tt8388460,7.4,517,BE
"Invisible Stories",tv,Drama,2020,tt11836470,7.5,48,"HK, ID, MY, PH, SG, TH, TW, US"
,tv,"Documentary, Drama, War & Politics",2019,,,,"AD, ES, NL, PL, PT"
"Bullet Points",tv,"Documentary, War",2013,tt2862164,6.1,33,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, NL, PT, RO, RS, SI, SK"
,tv,Reality,2019,,,,NO
,tv,Reality,2019,,,,SE
"Put A Ring on It",tv,Reality-TV,2020,tt13216918,6.7,98,US
"Candy Land",tv,"Game-Show, Reality-TV",2020,tt13025772,5.8,88,"HK, ID, MY, PH, SG, TH, TW"
,tv,Documentary,2020,,,,PL
Morphle,tv,"Adventure, Animation, Family",2019,tt10087694,4.2,142,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Cost of Winning",tv,"Documentary, Sport",2020,tt13399526,7.4,146,US
"Cornwall Air 999",tv,Documentary,2020,tt13576368,8.9,8,"DK, FI, FR, MC, NO, SE"
"Behind Every Man",tv,Reality-TV,2020,tt13140486,6.5,25,US
"Super Factories",tv,Documentary,2020,tt14056634,7.6,12,"BE, FR, MC, PL"
,tv,Documentary,2020,,,,US
Wrench'D,tv,Reality-TV,2018,tt8474068,6.6,39,"AD, CZ, ES, FR, HU, MC, MD, NO, PT, RO, SK, US"
"The Republic of Sarah",tv,Drama,2021,tt11815244,6.1,952,US
"Rocket Around the Xmas Tree",tv,Game-Show,2020,tt13492518,8.1,25,"BE, DK, FI, FR, MC, NL, NO, SE"
Juleølkalenderen,tv,Talk-Show,2018,tt11610124,7,13,NO
,tv,"Animation, Sci-Fi & Fantasy",2014,,,,US
"Najwieksze Polskie Katastrofy",tv,Documentary,2020,tt13885688,7.3,7,PL
Ambulansen,tv,Documentary,2019,tt12694994,,,"DK, NO"
,tv,,2017,,,,NO
,tv,"Documentary, Reality",2015,,,,NO
,tv,Reality,2015,,,,NO
,tv,,2016,,,,NO
,tv,Reality,2016,,,,NO
,tv,"Reality, Documentary",2019,,,,NO
Nieobecni,tv,Crime,2020,tt12940428,6.4,136,PL
Riviera,tv,Drama,1991,tt0167704,6.4,29,"DK, FI, NO, SE"
,tv,Comedy,2009,,,,US
"Dino Ranch",tv,"Adventure, Animation, Comedy",2021,tt13858416,5.2,324,"HK, ID, MY, PH, SG, TH, TW"
"Fear Thy Roommate",tv,Crime,2020,tt14078354,8,108,US
"Three Men Four Wheels",tv,Documentary,2020,tt13750872,4.7,28,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PT, RO, RS, SI, SK"
"BattleBots: Bounty Hunters",tv,Reality-TV,2021,tt13606252,8,127,US
"Frozen Planet II",tv,Documentary,2022,tt9805678,9,2290,US
,tv,,2016,,,,"AD, BA, BG, CZ, DK, ES, FI, HK, HR, HU, ID, MD, ME, MK, MY, NO, PH, PL, PT, RO, RS, SE, SG, SI, SK, TH, TW, US"
"Baneheia - kampen om sannheten",tv,"Crime, Documentary",2021,tt14414208,7.7,65,"DK, NO, SE"
"Mud Mountain Haulers",tv,Documentary,2021,tt14030862,8,50,NL
"Belle Collective",tv,Reality-TV,2020,tt13606226,5.9,130,US
,tv,Reality,2014,,,,PL
"Engine Masters",tv,Reality-TV,2015,tt8205168,8.5,76,US
"Fast Foodies",tv,Reality-TV,2021,tt13476730,6.7,350,US
"25 lat niewinnosci. Sprawa Tomka Komendy",tv,Drama,2021,tt14039300,7.5,126,PL
"Sticker Shock",tv,Reality-TV,2018,tt8332034,8.1,37,US
"NASCAR 2020: Under Pressure",tv,"Documentary, Sport",2020,tt13340818,9.1,10,US
"Most Terrifying with Jason Hawes",tv,"Horror, Reality-TV",2020,tt13722848,6.1,25,US
"Stone House Revival",tv,Reality-TV,2015,tt5015928,8.8,104,"AD, ES, US"
"Mega Decks",tv,Reality-TV,2015,tt4643150,7.9,16,"BE, FR, MC"
"Top Gear America",tv,"Reality-TV, Sport",2020,tt10196394,5.8,364,US
"Ghost Stalkers",tv,Reality-TV,2014,tt4131324,5,423,"BE, BG, CZ, FR, HU, MC, MD, NL, NO, RO, SK"
"Rehab Addict Rescue",tv,Reality-TV,2021,tt13438336,7.3,72,"AD, ES, US"
,tv,Reality,2021,,,,"DK, FI"
,tv,Documentary,2021,,,,"DK, NO"
"Fatal Encounters",tv,"Crime, Documentary",2012,tt2168761,7.3,184,"AD, BE, ES, FR, MC, NO"
"Cry Wolfe",tv,"Crime, Documentary, Drama",2014,tt3831402,3.1,408,NO
,tv,,2021,,,,"BE, NL"
"Trans Am",tv,Documentary,2018,tt8887828,7.4,60,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, NL, NO, PT, RO, RS, SI, SK"
,tv,Documentary,2020,,,,FI
"Evil Kin",tv,"Crime, Documentary",2013,tt3152202,7.1,236,"BE, BG, CZ, DK, FI, FR, HU, MC, MD, NO, PT, RO, SE, SK"
,tv,,2021,,,,"HK, ID, MY, PH, SG, TH, TW"
,tv,Crime,2021,,,,PL
"Say Yes to the Dress: Denmark",tv,Reality-TV,2018,tt29313221,,,"AD, DK, ES, SE"
"Ancient Unexplained Files",tv,History,2021,tt14151612,6.7,53,"BE, FR, MC"
"Professional Secrecy",tv,Drama,2021,tt13495014,7,75,PL
,tv,Reality,2020,,,,"FI, NL"
,tv,"Documentary, Crime",2018,,,,DK
"The Inside Story",tv,"Documentary, Sport",2021,tt14182328,8.6,160,US
"Otdel Izdirvane",tv,Crime,2021,tt14025322,7.9,204,"BA, BG, HR, ME, MK, RS, SI"
"Guy's Ranch Kitchen",tv,Family,2017,tt7627802,7.6,113,US
"Home Again with the Fords",tv,Reality-TV,2021,tt14070666,6.8,83,"AD, BG, CZ, ES, HU, MD, RO, SK"
"Robson Green's Australian Adventure",tv,Documentary,2015,tt10196566,7.7,17,"AD, ES, PT"
,tv,,2015,,,,NO
"Costa del Kongsvik",tv,Comedy,2014,tt6214784,6.5,56,NO
"Første date",tv,Reality-TV,2018,tt11348780,6.8,26,NO
Kullannuput,tv,Comedy,2021,tt13893390,5.8,111,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,tv,Documentary,2021,,,,"AD, ES"
,tv,,2019,,,,NO
,tv,"Documentary, Crime",2019,,,,DK
,tv,,2019,,,,NO
"Lykkelig gift ved første blikk",tv,Reality-TV,2019,tt11355420,,,NO
,tv,"Documentary, Crime, Reality",2021,,,,US
"Välkommen till Köping",tv,Reality-TV,2020,tt11738930,8,47,SE
"The Blended Bunch",tv,Reality-TV,2021,tt14175374,6.1,63,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, US"
"The Chameleon Killer",tv,Documentary,2021,tt15391864,6.6,71,"BE, BG, CZ, FR, HU, MC, MD, RO, SK"
,tv,Reality,2019,,,,"DK, FI, NO, SE"
"Team Solberg",tv,Drama,2020,tt15738760,,,NO
"Strangest Things",tv,Documentary,2021,tt14049262,6.9,167,US
SuperSoul,tv,Reality-TV,2021,tt13796520,4.2,22,"NL, PL, US"
"Rods n' Wheels",tv,Reality,2014,tt3502126,4.8,67,"BE, FR, MC, US"
,tv,Reality,2021,,,,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
,tv,Reality,2021,,,,NO
"My Lottery Dream Home International",tv,Reality-TV,2021,tt15186248,5.7,30,"AD, AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HU, ID, JM, LC, MD, MX, MY, NI, NL, NO, PA, PE, PH, PY, RO, SG, SK, SV, TC, TH, TT, TW, UY, VE"
"Naked Attraction Norge",tv,Reality-TV,2021,tt14507242,4,60,"DK, FI, NO, SE"
"Randy to the Rescue",tv,Reality-TV,2012,tt2242525,7.2,71,NO
"Star vs. Food",tv,Reality-TV,2021,tt14443176,1.8,126,"HK, ID, MY, PH, SG, TH, TW"
,tv,Reality,2021,,,,"DK, FI, NO, SE"
,tv,"Reality, Documentary",2021,,,,"AD, ES"
"Trinity of Shadows",tv,Thriller,2021,tt14845204,6.3,120,"HK, ID, MY, PH, SG, TH, TW, US"
,tv,Reality,2020,,,,DK
,tv,Documentary,2021,,,,NL
"The Big Shot with Bethenny",tv,"Game-Show, Reality-TV",2021,tt11987400,6.4,222,US
,tv,Reality,2021,,,,US
"Back on the Record with Bob Costas",tv,Talk-Show,2021,tt14544786,6.5,57,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"Surprising Santa Claus",tv,Reality,2020,tt13417560,,,US
"Pause with Sam Jay",tv,Talk-Show,2021,tt14695788,5.8,268,"AD, BA, BG, CZ, DK, ES, FI, HK, HR, HU, ID, MD, ME, MK, MY, NL, NO, PH, PL, PT, RO, RS, SE, SG, SI, SK, TH, TW, US"
"The Cook Up with Adam Liaw",tv,Talk-Show,2021,tt14344360,5.9,44,"HK, ID, MY, PH, SG, TH, TW"
,tv,Documentary,2021,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
,tv,"Drama, Documentary",2015,,,,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Do Not Disturb: Hotel Horrors",tv,"Crime, Documentary",2015,tt5119360,7.8,24,"BE, BG, CZ, FR, HU, MC, MD, NL, NO, PT, RO, SK"
,tv,Reality,2021,,,,DK
,tv,Documentary,2021,,,,US
,tv,Reality,2017,,,,DK
,tv,,2021,,,,PL
,tv,,2021,,,,"BE, FR, MC, MD, NO, RO, US"
"The Sugar Captains",tv,"Adventure, Comedy, Drama",2021,tt12438242,6.8,53,PT
,tv,Crime,2016,,,,DK
,tv,Kids,2020,,,,US
"Car Fix",tv,Reality-TV,2012,tt2762564,6.4,147,US
,tv,Documentary,2017,,,,PL
,tv,Documentary,2015,,,,DK
"De beskidte helte",tv,Documentary,2015,tt5162322,,,DK
"History of the Sitcom",tv,"Documentary, History",2021,tt14821384,7.2,510,US
"Seduced by Speed",tv,Documentary,2020,tt13190248,6.4,21,US
"Through Our Eyes",tv,Documentary,2021,tt14812994,6.8,43,US
,tv,Reality,2017,,,,DK
"Steve Magnante's Super Models",tv,Reality-TV,2021,tt14830590,7.7,7,US
,tv,,2019,,,,US
"The Legacy of Black Wall Street",tv,Documentary,2021,tt14688474,5.9,66,US
"Small Town News: KPVM Pahrump",tv,"Biography, Documentary",2021,tt14903810,6.7,289,"AD, BA, BG, CZ, DK, ES, FI, HK, HR, HU, ID, MD, ME, MK, MY, NO, PH, PL, PT, RO, RS, SE, SG, SI, SK, TH, TW, US"
"Pikes Peak: On the Edge",tv,Sport,2020,tt13584916,7.9,43,US
"The Portal",tv,"Adventure, Crime, Drama",2021,tt13526628,8.3,348,"BA, BG, HR, ME, MK, RS, SI, US"
,tv,Documentary,2015,,,,NL
,tv,,2018,,,,"AD, BE, BG, CZ, DK, ES, FI, FR, HU, MC, MD, NL, NO, PT, RO, SE, SK, US"
,tv,Documentary,2019,,,,TW
"Car Pound Cops: Give Me My Car Back!",tv,Documentary,2021,tt15254122,,,NL
"Cheap Old Houses",tv,Reality,2021,tt15185414,6.4,109,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NL, NO, RO, RS, SI, SK"
"NYC Epicenters 9/11-2021½",tv,Documentary,2021,tt14324128,7.4,817,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, US"
,tv,Reality,2020,,,,"BE, NL"
,tv,,2008,,,,SE
,tv,Reality,2019,,,,SE
,tv,,2015,,,,SE
"Money Mafia",tv,"Crime, Documentary",2021,tt15266906,7.5,120,"HK, ID, MY, PH, SG, TH, TW"
,tv,Soap,2021,,,,PL
,tv,Drama,2021,,,,PL
"Nuclear Family",tv,"Biography, Documentary",2021,tt15254840,7.2,502,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, US"
,tv,,2020,,,,"BE, FR, MC"
"Billy Buys Brooklyn",tv,Reality-TV,2021,tt13372424,8.6,46,US
"Level Playing Field",tv,"Documentary, Sport",2021,tt15437980,6.9,84,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, US"
,tv,,2021,,,,PL
,tv,,2021,,,,"DK, FI"
,tv,Documentary,2021,,,,US
"Outrageous Acts of Psych",tv,"Comedy, Documentary",2015,tt4658648,7.6,33,"AD, ES"
"Motor MythBusters",tv,Mystery,2021,tt14251152,6.5,143,"MD, RO, US"
,tv,,2021,,,,PL
,tv,Reality,2022,,,,NO
"The Rope",tv,"Adventure, Drama, Fantasy",2021,tt15071814,5.5,598,"BE, FR, MC"
,tv,Reality,2017,,,,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, PT, RO, RS, SI, SK"
,tv,,2021,,,,US
"Över Atlanten",tv,Reality-TV,2019,tt9635782,7.4,72,"FI, SE"
Kodiak,tv,Reality-TV,2014,tt3728966,6.6,33,"BE, FR, MC"
"In with the Old",tv,Reality-TV,2021,tt15565986,6.9,132,US
,tv,,2016,,,,PL
,tv,Documentary,2021,,,,PL
,tv,Documentary,2018,,,,DK
,tv,Reality,2020,,,,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
,tv,Reality,2021,,,,DK
,tv,Crime,2021,,,,DK
,tv,,2019,,,,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"The Mating Game",tv,Documentary,2021,tt15762026,8.6,481,US
"Rehab Addict: Detroit",tv,Reality-TV,2015,tt12810674,7,13,"AD, ES, US"
"Onlyfans: De naakte Vlaamse waarheid",tv,Documentary,2021,tt15819506,5.7,21,NL
"Nissene i bingen",tv,Comedy,2021,tt16294840,7.5,485,NO
,tv,Documentary,2021,,,,"BE, FR, MC"
,tv,Reality,2019,,,,"BA, BG, CZ, HR, HU, MD, ME, MK, NL, NO, PT, RO, RS, SI, SK"
Kongsvika,tv,Comedy,2021,tt16416792,7.1,13,NO
"True Nightmares: Tales of Terror",tv,"Documentary, Horror",2021,tt15712378,7,29,"BE, BG, CZ, DK, FI, FR, HU, MC, MD, NL, NO, PT, RO, SE, SK"
Diana,tv,"Biography, Documentary",2021,tt15866034,7.1,62,US
,tv,Documentary,2021,,,,"DK, NO"
,tv,,2020,,,,PL
